resultId,frameId,frameName,note,content,responseTime,response,errors
6282c32db4f41367229c40fa,3279d506b440b651,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,9278462d3b0df70f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,89abd12f4b8f4422,visualsearch,16_1,16_1.png,2231,,0
6282c32db4f41367229c40fa,1e9af36da4f4bb30,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,744ce2af7ddf3663,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,592de94259d43f10,visualsearch,15_2,15_2.png,2364,,0
6282c32db4f41367229c40fa,6edc15cbee37a9b1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,7d3ab201a4845f31,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,9f8f54586c4ae12b,visualsearch,13_1,13_1.png,6101,,0
6282c32db4f41367229c40fa,26d13fee62220b32,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,7ebf3f07773a9d58,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,f2462905e879a139,visualsearch,12_1,12_1.png,4337,,0
6282c32db4f41367229c40fa,737e09fcba25608a,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,9532b749e8bba02c,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,7c20cf876cc7e8da,visualsearch,12_2,12_2.png,3470,,0
6282c32db4f41367229c40fa,788ef5db8e0ec87b,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,243640239fc2c95c,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,500ff6ecac72a0f6,visualsearch,9_1,9_1.png,4097,,0
6282c32db4f41367229c40fa,c0191ec1214f7767,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,6b9d573a50586615,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,8d573149ba99fa67,visualsearch,9_2,9_2.png,1832,,0
6282c32db4f41367229c40fa,6542fde1d9f03823,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,12c3b7790c913201,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,f2452c8c409bf80a,visualsearch,10_2,10_2.png,4281,,0
6282c32db4f41367229c40fa,7f0b6c674a60ce2b,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,a7d439ad734f200a,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,08990e07615651c7,visualsearch,11_2,11_2.png,2382,,0
6282c32db4f41367229c40fa,6542fde1d9f03823,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,12c3b7790c913201,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,f2452c8c409bf80a,visualsearch,10_2,10_2.png,3234,,0
6282c32db4f41367229c40fa,44dc4b138212a592,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,cea179753ab43514,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,d069c2875045ef9e,visualsearch,10_1,10_1.png,3547,,0
6282c32db4f41367229c40fa,3279d506b440b651,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,9278462d3b0df70f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,89abd12f4b8f4422,visualsearch,16_1,16_1.png,2198,,0
6282c32db4f41367229c40fa,1e9af36da4f4bb30,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,744ce2af7ddf3663,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,592de94259d43f10,visualsearch,15_2,15_2.png,8113,,0
6282c32db4f41367229c40fa,26d13fee62220b32,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,7ebf3f07773a9d58,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,f2462905e879a139,visualsearch,12_1,12_1.png,1232,,0
6282c32db4f41367229c40fa,361040851c4bbbdf,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,c8003e8f15f769ed,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,4e234072502c6aa3,visualsearch,13_2,13_2.png,2253,,0
6282c32db4f41367229c40fa,7f0b6c674a60ce2b,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,a7d439ad734f200a,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,08990e07615651c7,visualsearch,11_2,11_2.png,3781,,0
6282c32db4f41367229c40fa,057f630851a2e846,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,c9d123da045ab1b0,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,7998233dc8d1b56f,visualsearch,14_1,14_1.png,5902,,0
6282c32db4f41367229c40fa,aee8c681e36c3d8f,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,e55d26a36e4353e9,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,121840afe07f7ffd,visualsearch,14_2,14_2.png,5771,,0
6282c32db4f41367229c40fa,2b106a4df0d5a3b1,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,afc2289c46a44219,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,07e6e681d8e11ec9,visualsearch,16_2,16_2.png,1933,,0
6282c32db4f41367229c40fa,04a4b17589fa35ea,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,0257c1f922863b28,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,708c2210a5aa5572,visualsearch,11_1,11_1 .png,5631,,0
6282c32db4f41367229c40fa,04a4b17589fa35ea,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,0257c1f922863b28,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,708c2210a5aa5572,visualsearch,11_1,11_1 .png,2064,,0
6282c32db4f41367229c40fa,aee8c681e36c3d8f,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,e55d26a36e4353e9,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,121840afe07f7ffd,visualsearch,14_2,14_2.png,3685,,0
6282c32db4f41367229c40fa,361040851c4bbbdf,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,c8003e8f15f769ed,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,4e234072502c6aa3,visualsearch,13_2,13_2.png,1799,,0
6282c32db4f41367229c40fa,6edc15cbee37a9b1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,7d3ab201a4845f31,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,9f8f54586c4ae12b,visualsearch,13_1,13_1.png,2231,,0
6282c32db4f41367229c40fa,c0191ec1214f7767,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,6b9d573a50586615,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,8d573149ba99fa67,visualsearch,9_2,9_2.png,1398,,0
6282c32db4f41367229c40fa,788ef5db8e0ec87b,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,243640239fc2c95c,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,500ff6ecac72a0f6,visualsearch,9_1,9_1.png,6433,,0
6282c32db4f41367229c40fa,057f630851a2e846,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,c9d123da045ab1b0,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,7998233dc8d1b56f,visualsearch,14_1,14_1.png,1781,,0
6282c32db4f41367229c40fa,7a06985a607a1cb4,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,1ed613c2f2924c1f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,7a26cfba13fa78ef,visualsearch,15_1,15_1.png,3414,,0
6282c32db4f41367229c40fa,2b106a4df0d5a3b1,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,afc2289c46a44219,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,07e6e681d8e11ec9,visualsearch,16_2,16_2.png,2680,,0
6282c32db4f41367229c40fa,85cea4c6f09e245e,html,REST BREAK 1,text,5802,spacebar,0
6282c32db4f41367229c40fa,9cbaa0c5a29a7c82,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,fd33655be776745b,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5f3811645013d2df,visualsearch,16_4,16_4.png,1273,,1
6282c32db4f41367229c40fa,c369a5e2d38eb4f8,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,c0c9a3f508b3dd33,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,99bcd09083e5bf4c,visualsearch,14_3,14_3.png,3114,,0
6282c32db4f41367229c40fa,ade33b4a547f71e0,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,b8397f0f673e5ba7,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,c3b22382a8101b42,visualsearch,10_3,10_3.png,1431,,0
6282c32db4f41367229c40fa,d4fe8ff2392c76cf,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,d286ccaf159f7b45,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5a3677e6a52e8143,visualsearch,12_3,12_3.png,2118,,0
6282c32db4f41367229c40fa,45ae8ae6527f8fa1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,23ec74587c04aaac,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,3316767d8e08195b,visualsearch,9_3,9_3.png,2164,,0
6282c32db4f41367229c40fa,279edc22154b29de,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,ec8378fa73d6efbe,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,74113958ba3147e0,visualsearch,9_4,9_4.png,2780,,0
6282c32db4f41367229c40fa,c369a5e2d38eb4f8,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,c0c9a3f508b3dd33,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,99bcd09083e5bf4c,visualsearch,14_3,14_3.png,2081,,0
6282c32db4f41367229c40fa,3dd980e6388f8324,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,79ff5ca370d3bad6,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,af3dac13a4b36f79,visualsearch,16_3,16_3.png,2114,,0
6282c32db4f41367229c40fa,45ae8ae6527f8fa1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,23ec74587c04aaac,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,3316767d8e08195b,visualsearch,9_3,9_3.png,3298,,0
6282c32db4f41367229c40fa,43bbdbada379bbdc,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,ecdf6687d2ac84bc,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,33ce86d63db74332,visualsearch,10_4,10_4.png,1538,,0
6282c32db4f41367229c40fa,9cbaa0c5a29a7c82,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,fd33655be776745b,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5f3811645013d2df,visualsearch,16_4,16_4.png,2165,,0
6282c32db4f41367229c40fa,614d1ca7ee01037a,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,5507f59abb6fd5d8,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,c4add3a30347f727,visualsearch,13_4,13_4.png,2981,,0
6282c32db4f41367229c40fa,ea62d530b0b7af0f,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,9ab9bc607aae1f53,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,d2c5ee4af3458b37,visualsearch,5_4,15_4.png,5237,,0
6282c32db4f41367229c40fa,cedde6ff5db87c1d,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,f3d97578bdc21389,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,61c39825af968835,visualsearch,15_3,15_3.png,3746,,1
6282c32db4f41367229c40fa,614d1ca7ee01037a,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,5507f59abb6fd5d8,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,c4add3a30347f727,visualsearch,13_4,13_4.png,2501,,0
6282c32db4f41367229c40fa,309d60ed8086e4cf,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,da055e6620803d4e,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5b3990db130091ac,visualsearch,13_3,13_3.png,1448,,0
6282c32db4f41367229c40fa,cedde6ff5db87c1d,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,f3d97578bdc21389,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,61c39825af968835,visualsearch,15_3,15_3.png,3130,,0
6282c32db4f41367229c40fa,c18eeec0562a7d83,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,d7bf3b16881f3e87,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,729e9cc82eed2b90,visualsearch,14_4,14_4.png,4136,,0
6282c32db4f41367229c40fa,43bbdbada379bbdc,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,ecdf6687d2ac84bc,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,33ce86d63db74332,visualsearch,10_4,10_4.png,2217,,0
6282c32db4f41367229c40fa,6c4e07a9e73c73c5,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,8952a22119dbb723,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,fb650382581f4a55,visualsearch,12_4,12_4.png,3646,,0
6282c32db4f41367229c40fa,309d60ed8086e4cf,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,da055e6620803d4e,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5b3990db130091ac,visualsearch,13_3,13_3.png,5763,,0
6282c32db4f41367229c40fa,c18eeec0562a7d83,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,d7bf3b16881f3e87,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,729e9cc82eed2b90,visualsearch,14_4,14_4.png,2103,,0
6282c32db4f41367229c40fa,2483057aa12dddd2,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,deb560788e6916e7,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,9af2ae0fe39f971f,visualsearch,11_4,11_4.png,3317,,0
6282c32db4f41367229c40fa,279edc22154b29de,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,ec8378fa73d6efbe,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,74113958ba3147e0,visualsearch,9_4,9_4.png,4532,,0
6282c32db4f41367229c40fa,0293b477b46909a1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,d93522da73ba996f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,3442cd822517f3e5,visualsearch,11_3,11_3.png,4632,,0
6282c32db4f41367229c40fa,0293b477b46909a1,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,d93522da73ba996f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,3442cd822517f3e5,visualsearch,11_3,11_3.png,3298,,0
6282c32db4f41367229c40fa,ea62d530b0b7af0f,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,9ab9bc607aae1f53,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,d2c5ee4af3458b37,visualsearch,5_4,15_4.png,10285,,0
6282c32db4f41367229c40fa,6c4e07a9e73c73c5,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,8952a22119dbb723,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,fb650382581f4a55,visualsearch,12_4,12_4.png,3815,,0
6282c32db4f41367229c40fa,d4fe8ff2392c76cf,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,d286ccaf159f7b45,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,5a3677e6a52e8143,visualsearch,12_3,12_3.png,5317,,0
6282c32db4f41367229c40fa,ade33b4a547f71e0,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,b8397f0f673e5ba7,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,c3b22382a8101b42,visualsearch,10_3,10_3.png,2865,,0
6282c32db4f41367229c40fa,3dd980e6388f8324,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,79ff5ca370d3bad6,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,af3dac13a4b36f79,visualsearch,16_3,16_3.png,3520,,0
6282c32db4f41367229c40fa,2483057aa12dddd2,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,deb560788e6916e7,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,9af2ae0fe39f971f,visualsearch,11_4,11_4.png,4264,,0
6282c32db4f41367229c40fa,e662159e58dc98aa,html,REST BREAK 2,text,9972,spacebar,0
6282c32db4f41367229c40fa,2c13d0c439d61658,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,632617b938f11656,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,07ab03b5b571936e,visualsearch,14_5,14_5.png,2888,,0
6282c32db4f41367229c40fa,8013e94304f61ce4,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,32c0824b91c340e7,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,9519836342c3393d,visualsearch,16_6,16_6.png,4999,,0
6282c32db4f41367229c40fa,7dc93563b034f636,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,ad3478ac859f347e,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,78e8a739c3f19d73,visualsearch,9_6,9_6.png,5614,,0
6282c32db4f41367229c40fa,a57465c9f72d7af3,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,41a0dfc6d25c9904,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,035098a5060c42b0,visualsearch,10_6,10_6.png,6265,,0
6282c32db4f41367229c40fa,2c3abfd7f112d1d0,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,3c0b870d321f30ed,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,dd7cffc1f08ce161,visualsearch,10_5,10_5.png,6903,,0
6282c32db4f41367229c40fa,558854822eae49ee,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,ff3f4c6546ebb0d4,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,2290cc25bcf9f9a0,visualsearch,11_6,11_6.png,6640,,0
6282c32db4f41367229c40fa,d9a2e467c0ff2ad4,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,00dad462295b3815,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,61dadb8e2d49ea89,visualsearch,11_5,11_5.png,14647,,0
6282c32db4f41367229c40fa,610fd829b2617ff3,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,02816160bf9df24d,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,c7aea52a18297810,visualsearch,14_6,14_6.png,1882,,0
6282c32db4f41367229c40fa,5668f170e2db6163,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,5d7f9c4939246103,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,8aa60eef81d1adc7,visualsearch,9_5,9_5.png,15730,,0
6282c32db4f41367229c40fa,5f9464407f18478c,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,bc656f15af01bb73,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,31c6d801f4ea823f,visualsearch,15_5,15_5.png,3985,,0
6282c32db4f41367229c40fa,ac90f9dcb09b6336,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,0ca85c2f33dde045,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,ca703e74d9ea3999,visualsearch,15_6,15_6.png,51547,,0
6282c32db4f41367229c40fa,faa63f1c413f8e5c,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,8bd9cf18a7666747,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,2d8018c569974292,visualsearch,12_6,12_6.png,9114,,0
6282c32db4f41367229c40fa,610fd829b2617ff3,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,02816160bf9df24d,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,c7aea52a18297810,visualsearch,14_6,14_6.png,2219,,0
6282c32db4f41367229c40fa,5668f170e2db6163,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,5d7f9c4939246103,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,8aa60eef81d1adc7,visualsearch,9_5,9_5.png,2901,,0
6282c32db4f41367229c40fa,7dc93563b034f636,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,ad3478ac859f347e,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,78e8a739c3f19d73,visualsearch,9_6,9_6.png,3449,,0
6282c32db4f41367229c40fa,d03926dce44cf7ae,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,bdb545738fcc172f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,d97ce5e487e61563,visualsearch,13_6,13_6.png,4033,,0
6282c32db4f41367229c40fa,d03926dce44cf7ae,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,bdb545738fcc172f,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,d97ce5e487e61563,visualsearch,13_6,13_6.png,2996,,0
6282c32db4f41367229c40fa,2c13d0c439d61658,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,632617b938f11656,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,07ab03b5b571936e,visualsearch,14_5,14_5.png,2314,,0
6282c32db4f41367229c40fa,d9a2e467c0ff2ad4,image,cueAF,cueAF.png,undefined,,0
6282c32db4f41367229c40fa,00dad462295b3815,image,fixation,rFixationCross.png,undefined,,0
6282c32db4f41367229c40fa,61dadb8e2d49ea89,visualsearch,11_5,11_5.png,6897,,0
6282c32db4f41367229c40fa,2d759b51efc02197,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,06437ed82b93befc,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,e6deb8110e107856,visualsearch,16_5,16_5.png,1632,,0
6282c32db4f41367229c40fa,8013e94304f61ce4,image,cueDI,cueDI.png,undefined,,0
6282c32db4f41367229c40fa,32c0824b91c340e7,image,fixation,rFixationCross (5).png,undefined,,0
6282c32db4f41367229c40fa,9519836342c3393d,visualsearch,16_6,16_6.png,5565,,0
